state,year,cat,category
Oregon,2013,1,Debt Consolidation
Alabama,2013,1,Debt Consolidation
California,2012,11,Engagement Ring
Minnesota,2013,2,Home Improvement
Texas,2012,19,Vacation
California,2012,1,Debt Consolidation
Washington,2008,5,Student Use
Georgia,2011,3,Business
Georgia,2014,1,Debt Consolidation
New York,2014,1,Debt Consolidation
Missouri,2013,1,Debt Consolidation
Oregon,2012,14,Large Purchases
Mississippi,2013,1,Debt Consolidation
Utah,2013,1,Debt Consolidation
Massachusetts,2006,0,Not Available
Alabama,2014,1,Debt Consolidation
Virginia,2014,3,Business
Nebraska,2013,1,Debt Consolidation
California,2013,9,Boat
Ohio,2011,7,Other
Rhode Island,2013,7,Other
Florida,2012,13,Household Expenses
New York,2014,1,Debt Consolidation
District of Columbia,2008,1,Debt Consolidation
California,2011,1,Debt Consolidation
Oklahoma,2013,1,Debt Consolidation
Texas,2014,1,Debt Consolidation
Alabama,2013,2,Home Improvement
Missouri,2008,3,Business
Pennsylvania,2013,2,Home Improvement
California,2011,1,Debt Consolidation
Georgia,2013,1,Debt Consolidation
Alabama,2014,1,Debt Consolidation
New York,2014,1,Debt Consolidation
Louisiana,2013,1,Debt Consolidation
Michigan,2013,1,Debt Consolidation
Idaho,2012,1,Debt Consolidation
Illinois,2006,0,Not Available
Virginia,2011,7,Other
California,2013,1,Debt Consolidation
Massachusetts,2012,15,Medical/Dental
Pennsylvania,2008,3,Business
California,2012,1,Debt Consolidation
Texas,2006,0,Not Available
Ohio,2012,1,Debt Consolidation
Minnesota,2008,4,Personal Loan
Tennessee,2010,2,Home Improvement
Illinois,2013,1,Debt Consolidation
New Jersey,2013,1,Debt Consolidation
Pennsylvania,2008,4,Personal Loan
New York,2011,3,Business
Florida,2013,7,Other
Louisiana,2014,1,Debt Consolidation
Georgia,2007,0,Not Available
Florida,2013,1,Debt Consolidation
Ohio,2013,1,Debt Consolidation
Florida,2007,0,Not Available
California,2008,4,Personal Loan
New York,2014,1,Debt Consolidation
California,2014,1,Debt Consolidation
California,2013,18,Taxes
Ohio,2011,1,Debt Consolidation
Texas,2013,1,Debt Consolidation
Missouri,2007,0,Not Available
California,2011,7,Other
Missouri,2012,1,Debt Consolidation
Connecticut,2013,1,Debt Consolidation
Minnesota,2007,0,Not Available
Florida,2012,13,Household Expenses
California,2013,1,Debt Consolidation
Oklahoma,2009,1,Debt Consolidation
Ohio,2012,3,Business
New York,2012,1,Debt Consolidation
Connecticut,2013,1,Debt Consolidation
Missouri,2008,3,Business
Ohio,2007,0,Not Available
Massachusetts,2013,2,Home Improvement
Arkansas,2006,0,Not Available
South Carolina,2012,13,Household Expenses
Indiana,2012,2,Home Improvement
Maryland,2012,20,Wedding Loans
Indiana,2014,1,Debt Consolidation
Washington,2008,1,Debt Consolidation
New York,2013,1,Debt Consolidation
Tennessee,2013,1,Debt Consolidation
Texas,2014,1,Debt Consolidation
California,2013,1,Debt Consolidation
Nebraska,2013,2,Home Improvement
Georgia,2013,1,Debt Consolidation
Virginia,2013,1,Debt Consolidation
Virginia,2012,1,Debt Consolidation
Illinois,2013,3,Business
Pennsylvania,2012,13,Household Expenses
Minnesota,2012,7,Other
California,2013,18,Taxes
Missouri,2006,0,Not Available
New Jersey,2013,1,Debt Consolidation
Indiana,2009,1,Debt Consolidation
New Jersey,2013,1,Debt Consolidation
North Carolina,2012,1,Debt Consolidation
Massachusetts,2013,2,Home Improvement
California,2013,1,Debt Consolidation
Illinois,2010,1,Debt Consolidation
Washington,2007,0,Not Available
Washington,2012,1,Debt Consolidation
Wisconsin,2013,2,Home Improvement
Georgia,2013,1,Debt Consolidation
Virginia,2010,1,Debt Consolidation
California,2010,7,Other
New Jersey,2014,1,Debt Consolidation
Washington,2012,1,Debt Consolidation
Ohio,2013,1,Debt Consolidation
Ohio,2012,7,Other
Texas,2013,1,Debt Consolidation
Kentucky,2012,13,Household Expenses
New Jersey,2013,1,Debt Consolidation
Florida,2010,3,Business
New York,2013,1,Debt Consolidation
Maryland,2014,1,Debt Consolidation
Maryland,2014,1,Debt Consolidation
Missouri,2013,1,Debt Consolidation
Washington,2013,1,Debt Consolidation
Illinois,2012,6,Auto
Louisiana,2013,2,Home Improvement
Washington,2008,1,Debt Consolidation
Massachusetts,2008,4,Personal Loan
West Virginia,2011,6,Auto
Ohio,2014,1,Debt Consolidation
Missouri,2011,2,Home Improvement
Texas,2011,7,Other
Florida,2012,7,Other
Pennsylvania,2013,1,Debt Consolidation
Ohio,2014,1,Debt Consolidation
Wyoming,2009,3,Business
Nevada,2012,3,Business
Montana,2012,15,Medical/Dental
Illinois,2013,1,Debt Consolidation
New York,2014,1,Debt Consolidation
Pennsylvania,2012,13,Household Expenses
Louisiana,2013,2,Home Improvement
North Carolina,2008,4,Personal Loan
Wisconsin,2013,1,Debt Consolidation
Illinois,2009,7,Other
New Jersey,2012,13,Household Expenses
North Carolina,2012,1,Debt Consolidation
Utah,2013,3,Business
Massachusetts,2013,1,Debt Consolidation
Alabama,2010,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
California,2012,1,Debt Consolidation
New Jersey,2013,1,Debt Consolidation
South Carolina,2008,1,Debt Consolidation
Alaska,2011,2,Home Improvement
Texas,2006,0,Not Available
New York,2013,2,Home Improvement
California,2012,1,Debt Consolidation
Ohio,2011,1,Debt Consolidation
California,2011,1,Debt Consolidation
Texas,2014,1,Debt Consolidation
North Carolina,2007,0,Not Available
Minnesota,2007,4,Personal Loan
Georgia,2013,1,Debt Consolidation
Oklahoma,2008,1,Debt Consolidation
Virginia,2011,6,Auto
California,2012,1,Debt Consolidation
New Hampshire,2013,1,Debt Consolidation
Arizona,2012,2,Home Improvement
New Mexico,2008,3,Business
Illinois,2007,0,Not Available
California,2013,1,Debt Consolidation
Florida,2013,3,Business
Virginia,2007,0,Not Available
California,2014,2,Home Improvement
Florida,2013,1,Debt Consolidation
Tennessee,2011,1,Debt Consolidation
Montana,2010,6,Auto
South Carolina,2013,1,Debt Consolidation
California,2009,2,Home Improvement
Illinois,2013,1,Debt Consolidation
Texas,2012,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
Alabama,2006,0,Not Available
Illinois,2012,1,Debt Consolidation
California,2012,3,Business
Ohio,2007,0,Not Available
Michigan,2012,2,Home Improvement
California,2008,1,Debt Consolidation
California,2013,1,Debt Consolidation
California,2007,0,Not Available
Texas,2011,2,Home Improvement
Connecticut,2012,6,Auto
Georgia,2014,1,Debt Consolidation
Virginia,2010,1,Debt Consolidation
Illinois,2013,1,Debt Consolidation
Wyoming,2014,1,Debt Consolidation
California,2008,1,Debt Consolidation
Washington,2012,13,Household Expenses
Florida,2013,1,Debt Consolidation
Indiana,2013,1,Debt Consolidation
Oklahoma,2014,7,Other
Texas,2006,0,Not Available
Georgia,2012,1,Debt Consolidation
Massachusetts,2012,1,Debt Consolidation
Colorado,2008,4,Personal Loan
South Carolina,2014,1,Debt Consolidation
Massachusetts,2011,1,Debt Consolidation
Georgia,2013,1,Debt Consolidation
Georgia,2013,1,Debt Consolidation
Oklahoma,2013,1,Debt Consolidation
California,2007,0,Not Available
Georgia,2013,1,Debt Consolidation
California,2013,14,Large Purchases
Pennsylvania,2013,1,Debt Consolidation
Maryland,2008,1,Debt Consolidation
Texas,2008,3,Business
Texas,2013,3,Business
Virginia,2012,1,Debt Consolidation
Oklahoma,2013,1,Debt Consolidation
Georgia,2012,1,Debt Consolidation
Texas,2006,0,Not Available
Arizona,2008,4,Personal Loan
Rhode Island,2010,1,Debt Consolidation
Mississippi,2014,1,Debt Consolidation
Texas,2013,1,Debt Consolidation
New York,2014,1,Debt Consolidation
California,2013,1,Debt Consolidation
Pennsylvania,2013,1,Debt Consolidation
Indiana,2013,1,Debt Consolidation
California,2013,7,Other
Virginia,2013,1,Debt Consolidation
Minnesota,2014,1,Debt Consolidation
Texas,2011,6,Auto
California,2008,3,Business
Indiana,2011,7,Other
Indiana,2011,6,Auto
California,2011,1,Debt Consolidation
California,2011,3,Business
New Jersey,2014,1,Debt Consolidation
Connecticut,2014,1,Debt Consolidation
Texas,2014,1,Debt Consolidation
Illinois,2012,1,Debt Consolidation
Michigan,2013,1,Debt Consolidation
Oklahoma,2012,2,Home Improvement
Florida,2013,1,Debt Consolidation
New York,2012,18,Taxes
Massachusetts,2014,1,Debt Consolidation
Washington,2012,3,Business
Georgia,2013,13,Household Expenses
New York,2008,2,Home Improvement
Illinois,2013,1,Debt Consolidation
Illinois,2006,0,Not Available
New Jersey,2012,2,Home Improvement
Maine,2008,4,Personal Loan
New Hampshire,2012,7,Other
Nebraska,2014,1,Debt Consolidation
West Virginia,2012,14,Large Purchases
Indiana,2008,6,Auto
Pennsylvania,2013,1,Debt Consolidation
Arkansas,2010,7,Other
Texas,2006,0,Not Available
Nevada,2011,1,Debt Consolidation
Kentucky,2012,1,Debt Consolidation
Illinois,2008,1,Debt Consolidation
Pennsylvania,2013,1,Debt Consolidation
Ohio,2013,1,Debt Consolidation
New York,2013,1,Debt Consolidation
California,2013,1,Debt Consolidation
Arizona,2014,1,Debt Consolidation
Minnesota,2012,1,Debt Consolidation
Alabama,2013,3,Business
Ohio,2007,0,Not Available
California,2011,1,Debt Consolidation
Maryland,2012,7,Other
Oklahoma,2007,0,Not Available
Massachusetts,2014,13,Household Expenses
Pennsylvania,2008,4,Personal Loan
New York,2013,1,Debt Consolidation
Alabama,2010,1,Debt Consolidation
Georgia,2013,15,Medical/Dental
Massachusetts,2014,1,Debt Consolidation
New York,2013,1,Debt Consolidation
Ohio,2010,1,Debt Consolidation
Oregon,2013,1,Debt Consolidation
Nevada,2012,1,Debt Consolidation
Nebraska,2010,6,Auto
Texas,2007,0,Not Available
Vermont,2013,2,Home Improvement
Louisiana,2008,4,Personal Loan
New Jersey,2013,3,Business
Michigan,2013,2,Home Improvement
Pennsylvania,2014,7,Other
Washington,2009,7,Other
California,2012,2,Home Improvement
Maryland,2012,16,Motorcycle
California,2014,1,Debt Consolidation
Missouri,2013,15,Medical/Dental
Virginia,2012,20,Wedding Loans
Alabama,2013,13,Household Expenses
New York,2012,3,Business
Georgia,2014,1,Debt Consolidation
Texas,2012,13,Household Expenses
Texas,2013,3,Business
Nevada,2014,1,Debt Consolidation
Georgia,2008,1,Debt Consolidation
California,2012,7,Other
California,2013,1,Debt Consolidation
Illinois,2014,7,Other
Georgia,2012,1,Debt Consolidation
Arizona,2013,7,Other
Pennsylvania,2014,1,Debt Consolidation
California,2013,7,Other
Texas,2014,1,Debt Consolidation
California,2008,5,Student Use
Louisiana,2007,0,Not Available
New York,2013,3,Business
Illinois,2013,1,Debt Consolidation
Texas,2013,3,Business
Washington,2010,7,Other
Massachusetts,2007,0,Not Available
California,2011,3,Business
California,2007,0,Not Available
Maryland,2006,0,Not Available
North Carolina,2008,1,Debt Consolidation
Kentucky,2008,3,Business
Illinois,2013,1,Debt Consolidation
Kansas,2013,1,Debt Consolidation
Ohio,2012,1,Debt Consolidation
New Jersey,2011,7,Other
New York,2008,1,Debt Consolidation
Connecticut,2014,1,Debt Consolidation
California,2013,1,Debt Consolidation
Illinois,2007,1,Debt Consolidation
Utah,2011,7,Other
Texas,2013,1,Debt Consolidation
Illinois,2012,1,Debt Consolidation
Texas,2014,1,Debt Consolidation
Texas,2013,6,Auto
Minnesota,2013,1,Debt Consolidation
Illinois,2009,7,Other
Illinois,2012,16,Motorcycle
Pennsylvania,2013,1,Debt Consolidation
Ohio,2008,1,Debt Consolidation
Minnesota,2012,13,Household Expenses
Minnesota,2012,1,Debt Consolidation
Massachusetts,2012,13,Household Expenses
Texas,2006,0,Not Available
West Virginia,2012,9,Boat
Virginia,2014,1,Debt Consolidation
Alabama,2006,0,Not Available
Texas,2013,1,Debt Consolidation
Colorado,2014,1,Debt Consolidation
Ohio,2007,0,Not Available
Michigan,2010,3,Business
California,2013,1,Debt Consolidation
Minnesota,2012,1,Debt Consolidation
Connecticut,2012,1,Debt Consolidation
New Jersey,2012,7,Other
Oklahoma,2010,7,Other
California,2006,0,Not Available
Texas,2014,1,Debt Consolidation
Ohio,2013,1,Debt Consolidation
West Virginia,2010,7,Other
Georgia,2011,1,Debt Consolidation
California,2013,1,Debt Consolidation
Arizona,2008,3,Business
Texas,2013,1,Debt Consolidation
New York,2012,19,Vacation
Michigan,2012,7,Other
California,2013,1,Debt Consolidation
Georgia,2014,7,Other
Maryland,2014,1,Debt Consolidation
Idaho,2014,1,Debt Consolidation
New Jersey,2013,1,Debt Consolidation
Texas,2013,1,Debt Consolidation
Maryland,2008,4,Personal Loan
Texas,2013,1,Debt Consolidation
Illinois,2011,7,Other
Pennsylvania,2014,1,Debt Consolidation
Texas,2014,1,Debt Consolidation
Oregon,2007,0,Not Available
New York,2013,1,Debt Consolidation
Florida,2014,1,Debt Consolidation
Colorado,2014,1,Debt Consolidation
California,2013,20,Wedding Loans
Utah,2011,3,Business
Maryland,2007,0,Not Available
West Virginia,2013,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
California,2013,19,Vacation
Louisiana,2008,7,Other
Florida,2013,1,Debt Consolidation
Texas,2011,1,Debt Consolidation
Tennessee,2010,1,Debt Consolidation
Washington,2008,1,Debt Consolidation
Georgia,2013,1,Debt Consolidation
Kansas,2014,1,Debt Consolidation
Missouri,2010,1,Debt Consolidation
New York,2011,1,Debt Consolidation
New York,2013,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
New Hampshire,2011,1,Debt Consolidation
Michigan,2014,2,Home Improvement
California,2013,7,Other
Delaware,2013,1,Debt Consolidation
Missouri,2013,1,Debt Consolidation
Texas,2013,1,Debt Consolidation
Arizona,2013,1,Debt Consolidation
Nevada,2014,15,Medical/Dental
Georgia,2011,1,Debt Consolidation
Connecticut,2013,2,Home Improvement
Indiana,2010,7,Other
Connecticut,2011,1,Debt Consolidation
Texas,2012,1,Debt Consolidation
California,2012,1,Debt Consolidation
Mississippi,2013,2,Home Improvement
Arizona,2013,2,Home Improvement
California,2010,1,Debt Consolidation
Florida,2012,1,Debt Consolidation
Washington,2013,1,Debt Consolidation
Oregon,2008,3,Business
Florida,2008,1,Debt Consolidation
Utah,2013,1,Debt Consolidation
Michigan,2013,1,Debt Consolidation
Maryland,2007,0,Not Available
North Carolina,2013,2,Home Improvement
Oregon,2013,2,Home Improvement
Illinois,2011,1,Debt Consolidation
New Jersey,2011,1,Debt Consolidation
Florida,2010,3,Business
Florida,2013,2,Home Improvement
Alabama,2012,7,Other
Alabama,2011,2,Home Improvement
Delaware,2012,1,Debt Consolidation
Ohio,2012,15,Medical/Dental
Alabama,2008,4,Personal Loan
Florida,2008,1,Debt Consolidation
Vermont,2012,1,Debt Consolidation
California,2014,7,Other
West Virginia,2011,7,Other
New Mexico,2013,1,Debt Consolidation
Virginia,2013,1,Debt Consolidation
Ohio,2011,1,Debt Consolidation
Texas,2012,2,Home Improvement
Tennessee,2013,1,Debt Consolidation
Texas,2013,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
Illinois,2012,1,Debt Consolidation
California,2012,6,Auto
Georgia,2008,3,Business
Louisiana,2012,15,Medical/Dental
Colorado,2013,1,Debt Consolidation
Utah,2007,4,Personal Loan
Texas,2014,1,Debt Consolidation
New Jersey,2012,2,Home Improvement
Virginia,2010,7,Other
Oregon,2008,4,Personal Loan
California,2007,0,Not Available
Georgia,2012,1,Debt Consolidation
Illinois,2008,1,Debt Consolidation
Connecticut,2014,7,Other
Michigan,2013,1,Debt Consolidation
New York,2008,1,Debt Consolidation
New Mexico,2013,1,Debt Consolidation
California,2012,1,Debt Consolidation
Ohio,2014,1,Debt Consolidation
Georgia,2009,3,Business
Massachusetts,2012,7,Other
Oregon,2011,2,Home Improvement
Minnesota,2011,7,Other
New York,2013,1,Debt Consolidation
Georgia,2011,1,Debt Consolidation
Maryland,2012,1,Debt Consolidation
Illinois,2012,1,Debt Consolidation
Vermont,2013,1,Debt Consolidation
Pennsylvania,2012,2,Home Improvement
Kansas,2013,7,Other
Illinois,2013,2,Home Improvement
Georgia,2008,1,Debt Consolidation
New Jersey,2006,0,Not Available
Georgia,2013,1,Debt Consolidation
New Jersey,2014,1,Debt Consolidation
Indiana,2014,1,Debt Consolidation
Texas,2012,1,Debt Consolidation
New Hampshire,2011,1,Debt Consolidation
California,2013,1,Debt Consolidation
California,2013,1,Debt Consolidation
Louisiana,2014,1,Debt Consolidation
Maryland,2014,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
Illinois,2008,1,Debt Consolidation
California,2008,5,Student Use
Pennsylvania,2013,15,Medical/Dental
Georgia,2014,7,Other
Alaska,2014,1,Debt Consolidation
California,2013,1,Debt Consolidation
Colorado,2013,2,Home Improvement
Virginia,2010,1,Debt Consolidation
Oklahoma,2014,1,Debt Consolidation
Nebraska,2008,3,Business
Florida,2012,6,Auto
Missouri,2014,1,Debt Consolidation
Virginia,2012,2,Home Improvement
New York,2013,1,Debt Consolidation
Michigan,2013,1,Debt Consolidation
Pennsylvania,2014,1,Debt Consolidation
California,2006,0,Not Available
New York,2013,7,Other
New Hampshire,2014,1,Debt Consolidation
Ohio,2008,1,Debt Consolidation
Oregon,2013,1,Debt Consolidation
Florida,2008,4,Personal Loan
Indiana,2010,3,Business
Texas,2013,1,Debt Consolidation
Louisiana,2012,1,Debt Consolidation
Tennessee,2013,14,Large Purchases
New York,2014,1,Debt Consolidation
Maryland,2011,1,Debt Consolidation
Ohio,2007,0,Not Available
Arizona,2014,1,Debt Consolidation
Alabama,2008,4,Personal Loan
Ohio,2014,1,Debt Consolidation
California,2006,0,Not Available
Ohio,2012,14,Large Purchases
Florida,2013,3,Business
Texas,2010,2,Home Improvement
Missouri,2013,1,Debt Consolidation
North Carolina,2013,1,Debt Consolidation
New York,2010,7,Other
Virginia,2010,2,Home Improvement
New York,2012,14,Large Purchases
New York,2012,6,Auto
Nevada,2013,6,Auto
Michigan,2007,0,Not Available
Illinois,2014,1,Debt Consolidation
Virginia,2014,1,Debt Consolidation
